,annot,count
1438,awake eyes closed,7
1361,nod,7
1315,going to call pt,7
10540,nice reactivity,7
1469,ps on,7
15916,respiration artifact,7
4334,pt laughing,7
1466,checking T3,7
10580,outside noise,7
17930,head down and to right,7
1548,coma scale 8 of 15,7
6348,diffuse slowing,7
5100,sway,7
5807,eyes barely open,7
3239,restin g q,7
13827,"Montage:DOUBLE DISTANCE, AUX1",7
3229,Started Analyzer - XLEvent - Intracrania,7
3814,y,7
16836,dr,7
3184,friday,7
4985,pt moving and talking,7
3167,talk non sense,7
3120,see here,7
13894,HEAD TO LEFT ,7
3043,ekg artifact,7
4850,tech reapplied T3,7
2981,snoring ,7
2946,Started Analyzer - XLSpike - Intracrania,7
2934,drowsy/light sleep,7
3285,eeg sens 10,7
3288,EEG sens 10,7
12236,HEAD LEFT,7
13598,coma scale 6 of 15,7
5270,pop T4,7
5292,let pt rest here now,7
5310,resting qiuetly,7
12445,daughter talking to pt,7
5357,asleep ,7
5373,ekg,7
3596,sitting up in chair,7
3591,eyes closed again,7
5135,smiles,7
5179,feb,7
5393,6,7
3531,tech checking C3,7
12387,head midlie,7
3717,cc,7
5476,XX RT TEMP,7
12324,emg++,7
6325,scratch nose,7
2845,HEAD MOVEMENT ,7
4387,DROWSY,7
6513,trying to talk,7
1960,SEE LT TEMP,7
7573,going to alert pt for photic,7
7586,not responding,7
1834,rt temp delta,7
1801,R. finger,7
12956,head listing left,7
4111,head slight left,7
1768,fair effort through,7
4505,lt foot twitch,7
7864,frontal,7
7886,set up IPS Now,7
7918,AVERAGE MONTAGE BRIEFLY ,7
1650,diffuse low ampl beta,7
1632,tongue movement,7
10672,frontal muscle,7
1618,pt moving hands,7
25983,legs/head,7
1985,pressed P4,7
12915,touching forehead leads,7
2018,lying left,7
14235,pt breathing heavily,7
2690,supine - head midline - eo - awake,7
13358,q,7
6590,swallowing,7
4739,Montage:Ref - all,7
2612,sharply cont,7
2597,"Montage:DOUBLE BANANA1, AUX1..Channel St",7
2551,central beta,7
11437,SNIFF,7
2045,K,7
6869,pressed T4,7
4698,green,7
6894,deep sigh,7
6959,right handed,7
2157,TWITCH,7
7302,left temp dys,7
7389,touching forehead,7
3159,la,7
4307,hea dmidline,7
9595,wheezy breathing,7
8747,no hv,7
432,will end recording now,7
281,j,7
26281,ton mv,7
15517,sens 7 uv/mm,7
138,19,7
8347,back to drowsy,7
760,on resp.,7
838,LATERAL EYE MOVEMENTS ,7
480,eyes are half open,7
9961,Yawning,7
917,checking T4,7
951,jan,7
1016,MOVES ,7
9602,PT MOVING,7
8350,checking A1,7
905,head midline awake eyes closed,7
1215,head m,7
8571,shiver,7
1191,R. toe,7
1149,moving around,7
528,month?,7
9730,some ekg artifact,7
527,looking around,7
263,pressing,7
40,good efffort,7
706,lots of emg,7
9160,HYENA,7
8362,sens=7,7
891,nice background,7
275,10.5HZ,7
4738,left hand,6
670,F3 pop,6
2270,turning on EKG,6
4807,coma scale 4 of 15,6
4812,pt sit up,6
8543,mv',6
11987,photic lamp not working,6
7913,P4,6
8113,head movement with resps ,6
497,count,6
853,SELF-ALERTED,6
12011,applied EOG2,6
9453,P3,6
9017,SOFT SNORING,6
11260,WHERE ARE YOU? ,6
11357,rt temp slow,6
11371,diffuse slow,6
3543,"supine, head center",6
9030,head midlinea,6
5388,sen 5,6
7834,EYE FLUTTER,6
12847,head  midline,6
6973,pt talking ,6
6170,ems with eyes closed,6
5405,good effort to start,6
4010,drowsy?,6
8402,look,6
5392,21,6
8157,turning EKG on,6
6945,chewing artifact,6
12814,scrunching face,6
2628,birthday,6
3945,moving constantly,6
18445,MOVEMENT AROUND PT,6
9805,will need to wake pt now,6
8649,spelling first name,6
8143,tech reassuring Pt,6
9698,clapping,6
2587,diffuse delta,6
3784,tech checking Pz,6
1498,tech applying EOG,6
7879,wicket,6
5097,wake,6
999,will alert and do photic,6
3155,starting painful stim,6
1685,arrousa;,6
883,head midlline,6
1190,L. toe,6
1003,24,6
11541,construction noise outside room,6
13541,MOVE AND TALKING ,6
631,move head,6
412,almost done,6
5898,some driving,6
1697,Start of Channel Test,6
5164,head midlnie,6
3702,frown,6
1922,all done now ,6
12111,Pz pop,6
2555,tech reapplied T5,6
5875,blinks,6
428,good,6
1004,16,6
15349,BITEMP,6
1204,Yawn,6
14851,hitting head,6
2337,kicking,6
8107,sens5,6
13404,ltemp,6
13901,EYES OPEN ,6
651,pt is drowsy,6
6198,tech reapplied T4,6
3227,Pt touching forehead,6
24546,"Montage:DOUBLE BANANA, AUX1..Channel Sta",6
3848,spindles,6
6743,leg jerk,6
833,HANDEDNESS,6
4977,touching electrodes,6
5968,head midine,6
2005,reapplied Fp2,6
1682,xxx back there,6
7061,head mid line,6
8547,LINKED EARS FOR EKG CONTAMINATION ,6
22279,Montage:EEG32 - Symmetry,6
2369,HFF=15,6
2000,Pt tried getting up,6
19726,ASK TO EO,6
837,LATERAL EYE MVTS,6
5266,speling last name,6
3804,head slight L,6
19030,struggling to get up,6
1153,squinting,6
13013,self-alerted,6
1266,eyes deviating up,6
7730,pt mv,6
10864,Montage:Bipolar,6
13048,"HEAD MIDLINE, EYES CLOSED, AWAKE ",6
4215,nv,6
3384,tremor stopped,6
13190,**NOTE**,6
11745,asking to EO,6
4449,relatively quiet,6
1062,oe,6
4454,some emg artifact,6
4197,call by name,6
13070,error,6
10677,ask to relax,6
2169,chin shaking,6
950,23,6
16627,head mv with breathing,6
1526,august,6
1590,reapplied EKG,6
1064,stop unsuccessful,6
13011,Pt mumbling,6
2830,going to do stim test,6
6905,first name,6
5532,mouth mvmts,6
15095,clench jaw,6
8235,pt coughing,6
7566,pressed PZ,6
8341,is snoring lightly,6
1616,leopard,6
7964,eyes open spont.,6
54,pt talk,6
1290,is correct,6
7368,pt is tense,6
21311,Montage:GM Long BBY,6
1861,vigorous tremor,6
4356,no efforts,6
10858,trying to sit up,6
3453,rubbing nose,6
5535,will set up photic,6
2758,tech checking O1/2,6
4369,BIRTHDAY? ,6
5628,anterior theta,6
959,relax face,6
2122,pressed electrodes,6
2762,will press P4,6
6550,alseep,6
6853,pressed T6,6
5642,c4 sway,6
1835,spike,6
170,THINKING ,6
5205,able to count fingers,6
1378,pressed T5,6
4558,will finish up now ,6
14446,f3 pop,6
6795,rolling head back and forth,6
1168,scratching ear,6
2197,focasing w/ EO,6
506,mod ampl diffuse beta,6
13293,head mvts,6
6807,rubbing chest,6
4162,e/c,6
2929,pt laughs,6
4130,ask pt to stay still,6
11833,pz sway,6
18519,coma scale 4 of 10,6
1883,right ,6
212,good efort,6
7208,elephant,6
8381,lsleep at times,6
229,let pt rest here,6
2928,nod head,6
18854,DR,6
10797,"Montage:ipsi monopolar, AUX1",6
7755,No response,6
7238,head is wrapped,6
11172,sharps,6
5490,supine hm ec awake/drowsy,6
11762,check,6
7184,left delta,6
5755,withdrawal,6
16646,right hand shaking,6
8384,eye covered,6
8364,setting up photic,6
3350,head slightly rt,6
1044,SNORE,6
18158,movement - head right,5
9786,head midlne,5
13844,AWAKE,5
3415,JAGUAR,5
16042,hea dleft,5
3283,zooming in,5
1660,head midline eyes closed awake,5
6791,right arm shaking,5
7931,semi-coma?,5
9795,driving harmonics,5
12293,rhythmic theta,5
18256,"ec, head midline",5
1952,SMILING,5
3281,MINI BLINKS,5
5687,adjust ekg sens ,5
2509,giraffe,5
18193,slow alpha varient,5
5671,right handed ,5
3222,tech reapplied Fp2,5
1678,going to change montage,5
10266,encourage effort,5
856,SELF-ALERTED ,5
859,L. finger,5
11459,TECH FIXING,5
5668,still shaking,5
6783,rubbing left hand on chest,5
5698,asking Pt to relax,5
15587,yelling,5
18185,"HEAD LEFT, EYES CLOSED, ASLEEP",5
7576,awake/drowsy ec,5
569,doing all with eyes closed,5
1019,MOUTH MVT ,5
3212,apnea,5
3291,awake ec,5
1282,tied ears,5
19448,talking nonsense,5
11746,name?,5
6405,explained HV,5
1876,nodding ,5
11757,head slightly R,5
14080,lt sharp,5
10801,"HEAD MIDLINE, EYES SLIGHTLY OPEN, COMATO",5
16121,muscle noted,5
6578,em seen,5
6582,asking pt to open eyes,5
11612,no HV due to pt age,5
18570,SNORE ALERT ,5
6333,HEAD LYING RIGHT,5
16658,alerted pt,5
6317,refuse to continue,5
11818,pt restingq uietly,5
11832,movement - head left,5
14026,HR,5
7774,pain,5
9006,july,5
1042,CORRECT ,5
10865,20.0 Hz,5
7739,will end now,5
11874,breathing normally now,5
1823,head idline,5
1054,SQUINTING ,5
6491,perspiring,5
6490,tech checking Fp1,5
7683,reapplied A1,5
2707,1/2 HV,5
771,unconscious,5
16579,passive eye close,5
7701,explaing HV,5
1844,enourage,5
7667,hands shaking,5
787,NO HV DUE TO AGE ,5
10861,"Montage:Monopolar, Common..Channel Statu",5
18638,excellent effort cont ,5
2692,t4 sway,5
2776,slow lateral eye movements,5
762,no resp.,5
2787,pt alerts,5
10818,SUCTIONING ,5
2676,sens=5,5
9008,city,5
6591,sniffs,5
1691,L. finger nail,5
815,NO,5
825,Photic lamp not working,5
8572,c3 pop,5
2588,eye mvts,5
5996,moving head back and forth,5
2586,Lt delta,5
23096,CTENOIDS,5
8564,scrolling thru songs,5
3123,resting ,5
5965,fixing electrodes,5
9983,snoring away,5
10237,talking non-sense,5
10909,"Montage:Spacer, Common..Channel Status S",5
5933,lots of little eye movements,5
1710,t5 sway,5
10910,"Montage:Double Banana, Common..Channel S",5
10911,Montage:Monopolar,5
639,set up ips now,5
20721,EYES,5
3165,Pt confused,5
9049,singing,5
12307,checking phone,5
2640,clear throat ,5
9045,wife restraining Pt,5
1774,APR,5
2950,hands to head,5
22607,twi,5
2968,fully awake and alert,5
6184,sweat sway artifact,5
7825,pop P4,5
1094,pt tried to get up,5
2626,last name? ,5
10749,is all emg,5
6146,encouragement,5
6139,spelling,5
3003,some head mvts with resps,5
11955,T3 pop,5
6629,is alert and awake,5
13944,midline theta,5
11963,pt is asleep,5
6085,artifacts,5
2606,CLEARS THROAT,5
1100,o2 sway,5
18741,checking EKG sens,5
8960,decrease to sens10 ,5
1151,"ec, drowsy, head midline",5
8114,build up ,5
15505,"awake, eyes closed",5
13199,ekg contam noted,5
4456,noise outside lab,5
11046,flexed forehead,5
4468,set u pIPS now,5
4836,"Montage:TRANSVERSE, Common..Channel Stat",5
4834,MOVING ,5
5572,chewing mv,5
2271,video on,5
1468,pt is snoring,5
3925,rubbing forehead,5
17687,encouraged to relax jaw,5
316,good effort HV,5
10547,applying EOG,5
9430,confuse,5
3943,eye mvmnt +++,5
918,reapplied O1,5
1348,in and out of drowsiness,5
26193,stereotypical jerk,5
9408,Delta,5
141,EAGLE,5
7056,right back to waking background,5
3759,head mving,5
12606,takling,5
1497,will go with this alert,5
5073,lots of ekg contam,5
894,cooperative,5
7040,pt talks,5
149,EMU,5
7511,is fully alert and awake,5
4444,encourage hv,5
159,60 Hz on,5
12678,family by bedside,5
3836,emg+,5
7501,ONTO BIPOLAR FOR HV ,5
11292,needs encouragement,5
7079,fragments,5
17503,head lying to right,5
10566,Pt trying to get up,5
7496,HOW MANY HRS OF SLEEP ,5
2266,lamb,5
13012,mouth mvt,5
8241,checking A1/2,5
9478,XXX LT TEMP,5
9590,overhead lights on,5
1364,pt is sweating,5
2046,KANGAROO,5
10481,april,5
4651,pt going to keep eyes closed throughout,5
13306,tlaking,5
15420,EMG art +++,5
4640,spelling full name,5
16241,loud drilling noise,5
9447,CZ,5
11032,ec head midline drowsy,5
4099,Pt is very drowsy,5
8375,HOW ARE YOU?,5
181,RT TEMP ,5
8223,so much beta,5
13236,t4 artifact,5
2042,HEN,5
12984,rapid eye blinking,5
1363,sit up,5
1401,pt confused,5
9458,tapping electrodes,5
179,GOOD EFFORT HV OVERALL ,5
7160,underlying theta,5
1428,NODDING,5
8767,loud snore,5
4709,blue,5
9448,PZ,5
4005,going to unplug bed,5
10536,no withdrawl,5
4700,no,5
2244,going to alert now for PS,5
2049,M,5
4693,Montage:GM Longitudinal,5
16238,"ec, head right, drowsy",5
8363,encourage patient,5
10531,will do PS,5
14906,LT TEMP DELTA,5
4026,MOVING HEAD,5
1258,fair effort throughout,5
9373,xxxx,5
1002,27,5
17113,n,5
2118,lots of eye mvmts,5
1962,ON AVERAGE REF BRIEFLY ,5
9525,wont close eyes,5
517,ekg contam seen,5
1581,wife holding chin,5
7558,RESTING Q,5
6921,lights on now,5
7343,left wicket,5
23445,head moving with respirations,5
11061,ALARM STILL RINGING,5
1969,turned head to left,5
5446,laying on right side,5
2114,poor effort through,5
499,Pt talking,5
2115,note ekg artifact,5
5431,set up PS,5
11372,slowing continues,5
1560,pt self alerted,5
18098,tremor started,5
18103,eye flutter +++,5
3484,scratch,5
5536,ec awake,5
3440,sobbing,5
8857,turning head,5
523,glossokinetic artifact,5
1285,8Hz,5
5540,Eyes closed,5
2090,will alert again and do IPS,5
3463,moving arm,5
5533,ec head midline,5
21574,left temp theta,5
4326,snores and alerts,5
3470,a1 artifact,5
3474,supine -head midline - ec - awake,5
23413,sitting upright,5
11415,overall low amplitude,5
10406,sens to 15,5
11413,left finger nail,5
8024,hammering noise,5
1562,tech alerted pt,5
8027,stop hv unsuccessful,5
9507,SET UP PS ,5
2370,HFF=70,5
3584,twtich,5
8051,current month and year,5
19650,?BIFRONTAL,5
3662,asking last name,5
9331,FLICKERING EYES,5
15755,TROUBLESHOOTING 60 HZ NOISE,5
12542,okay overall effort for 3mins,5
13052,HOW MANY HRS OF SLEEP LAST NIGHT ,5
3701,frowns,5
3706,tech reapplied F4,5
413,light snore,5
5157,9Hz here,5
15104,breathing normally,5
7285,how old are you,5
7028,clinching teeth,5
7521,16.0 Hz,5
9302,nurse suctioning Pt,5
4139,is all artifact,5
3612,pt is confused,5
9295,Good effort in HV,5
2124,explained hv,5
6950,mouth mvt artifact,5
5323,pt moving head,5
13595,zooming out,5
23500,pt quiet,5
13600,inspiration,5
8030,tech reapplied A1,5
15102,slight head mvmt with HV,5
7356,ASKING TO EC,4
22637,GEN'D BURST,4
8950,O2 pop,4
2660,tech asking Pt to close eyes,4
11178,9 Hz PDR,4
15752,checking O2,4
2116,sniffle,4
15699,reaching out with R hand,4
19912,head mvmt with HV,4
11082,nil noted,4
2155,2018 ,4
10119,tech fixing,4
2685,Video Recording Fault,4
11110,pt trying to sit up,4
22080,coma scale 6/15,4
6533,head is left,4
2104,injection,4
14486,no movement,4
816,FROWNING ,4
2206,Head movement,4
8830,supine hm ec drowsy,4
22302,Pt lying on right side,4
8834,eo awake,4
2545,july 21,4
18800,move talk,4
2533,coma scale 7 of 15,4
11347,legs jerking,4
2531,no response to electrode placement,4
6755,and alert,4
8836,scratching neck,4
22352,tech phrase,4
6773,clenching,4
6784,smacking lips,4
11376,going to alert soon for PS,4
6516,mouth mvmnts,4
18895,mouth chewing,4
2495,pt alerted,4
14261,pt is anxious,4
2408,lights down now,4
11460,will fix,4
2409,head is slighlty right,4
6912,press C4,4
860,L. Toe,4
2440,artifac,4
2459,F4 ARTIFACT,4
10014,talking there,4
6866,some sweat sway,4
8859,answered correctly,4
20862,GENERALIZED SPIKE AND WAVE,4
16525,teeth clicking,4
15166,supine - head midline - ec - light sleep,4
22547,wailing,4
8927,all done,4
19058,nurse suctioning,4
7214,pt,4
19931,"Montage:Lab1---Trans Bipolar, Common..Ch",4
22623,full body jerk,4
6609,"Montage:MONOPOLAR, AUX1",4
810,WHERE ARE YOU RIGHT NOW ,4
16337,pt moving arms,4
11210,FP1,4
14181,okay effort only,4
2232,sens remains 10,4
14425,difficult to keep awake,4
2625,Sens10,4
2257,left underlying theta,4
811,HOSPITAL ,4
11579,reapplied P3,4
2276,resp. artifact,4
15735,Montage:double distance,4
7114,STOP VERY WELL DONE,4
11261,BURNABY HOSPITAL ,4
2295,moving a lot,4
15134,LICK LIPS,4
832,LATERAL EYE MOVEMENTS,4
834,RIGHT HAND ,4
7046,alert and oriented,4
840,LATERAL EYE MVTS ,4
14369,rolling around,4
6933,on to bipolar montage ,4
9833,DAY OF THE WEEK? ,4
2736,JERK OF ARMS,4
9615,RELATIVELY QUIET,4
5001,correct ,4
3821,no hv due to age,4
17168,...,4
23774,Rt frontal sharps?,4
3826,sen 10,4
9631,will alert pt here now,4
4970,right temporal,4
15380,SHARPLY CONT,4
13423,drowsy/sleep,4
4928,reapplied EOG,4
3872,nothing to note,4
4865,will alert and do IPS,4
3813,last bk,4
3895,PZ ARTIFACT,4
3897,SET UP PS LIGHT ,4
17717,noisy,4
15387,head to left ,4
3912,9Hz background,4
17216,clearing nose,4
17688,Rt?,4
9429,PT SNORING,4
4791,off,4
17236,still rocking head,4
9446,FZ,4
20299,Photic End,4
5032,noisy next door ,4
4710,blue repeats,4
5258,tech reapplied F8,4
18066,current year,4
13629,left frontal,4
20222,head turned to right,4
9258,going to do the reactive test,4
23491,t3 artifact,4
9292,still drowsy,4
12423,snoring continues,4
5358,going to alert pt,4
5335,respirations causing artifact at A2,4
3636,Pt lying on left side,4
23568,eyemovment,4
17958,talking to pt,4
17155,FIRDA,4
17928,sorry about ekg,4
9329,squeezing eyes shut,4
422,scratching chest,4
12550,PVCS,4
409,going to alert pt soon for photic,4
3716,eye closed ,4
9349,SAYS NO,4
20500,stop counting,4
5132,itching nose ,4
5109,comatose,4
3760,frontal emg,4
3991,ekg irregular,4
271,DEC,4
6483,all correct,4
13157,indep bitemp,4
4432,bifrontal delta,4
4221,head is slighlty left,4
13055,EXCELLENT EFFORT CONT ,4
13180,realx jaw,4
17480,PEEKING ,4
4391,WILL ALERT NOW FOR PS ,4
4249,passive EC,4
4252,moving left arm,4
4383,HEAD TO RT,4
13089,moving right arm,4
9559,finished,4
4261,sens 20,4
13202,t6 sway,4
4371,AUGUST ,4
9518,moving R foot,4
4368,ON TO BIPOLAR ,4
13093,anterior beta,4
13094,swallo,4
9520,eyes open - deviated upwards,4
4359,drilling noise,4
13145,lifted head up,4
17452,REPEATS,4
17424,ON BIPOLAR ,4
4324,in and out of sleep,4
4446,ask question,4
4461,deeply asleep,4
4013,explain,4
208,Hz,4
4690,"Montage:Lab1---AP Bipolar, Common",4
4688,Pt extremely tense,4
4681,stops,4
4035,manu.,4
9455,F4,4
9463,5uv/mm,4
4051,tied ears for ekg,4
12936,yy,4
12940,fully alert and awake,4
4607,lots of eye movement,4
4597,POSTS,4
13260,checking P3,4
4466,making noises to help alert,4
9487,REPEATS ,4
189,INSTRUCTIONS FOR PS ,4
4538,where are you? ,4
9573,burnaby general hospital,4
4525,nurse at bedside ,4
13232,occipital sway with respiration,4
4158,nurse touching pt,4
4515,arousal ,4
4494,checking lead,4
9500,LT TEMP ,4
13027,move head ,4
5437,drinking,4
3526,lateral ems with eyes closed,4
12380,posterior slow waves of youth,4
6080,head movements,4
6219,calling pts name,4
725,open mouth slightly,4
6204,muscle artefact,4
2956,head midilne,4
6187,UNRESPONSIVE,4
11913,eye keeps open,4
6172,hope for sleep,4
6114,touched head,4
15222,EYE BLINKS ,4
13948,10 Hz PDR,4
6108,cz sway,4
15650,last name?,4
2931,going to filter for muscle,4
3052,still ekg artifact,4
681,lf,4
676,pain stim ,4
9050,RIGHT HANDED,4
6028,back to sens 7,4
6023,eyesc losed,4
20111,PZ pop,4
3117,frag,4
5972,beta+++,4
5959,tech checking T3/4,4
23124,Montage:Bipolar vk [01],4
6224,december,4
14005,"Montage:Bipolar vk, Common..Channel Stat",4
26526,nurse gently restraining Pt,4
755,NAEM ANIMAL,4
14123,movement with respiration,4
14121,supine - head mdiline - ec - awake,4
6477,Normal,4
2757,CALLING PT NAME,4
2760,lots of blinking with eyes closed,4
8965,p4 artifact,4
11700,keep eye open,4
6461,lights on in room,4
8966,back to bipolar montage ,4
15682,FRAG,4
6417,turning on EOG,4
2801,good effort throught,4
14008,tech press elec,4
6409,good effort persists,4
11747,head midline now,4
2817,question,4
6385,set up PS lights ,4
11784,is fully oriented,4
8995,scratch head,4
15667,moving right leg,4
14022,NCS there,4
11852,"Montage:IPSI MONOPOLAR, Common..Channel ",4
11860,lights off,4
18512,wiggle,4
3140,tech reapplied P3,4
12072,how are you?,4
12073,ask to EO,4
3444,02 sway,4
5703,focasing with EO,4
3338,looking at tech,4
3342,head rt,4
3348,emg here,4
13752,no movement ,4
3388,full body shaking,4
23325,head straight up,4
13736,nice sleep,4
12265,Reference:Common,4
5627,ekg abnormal,4
5567,pt scratching ear,4
5541,awake eo,4
12075,not following,4
5537,ec drowsy head midline,4
5526,making sounds of sleep,4
5508,chew,4
3483,ekg contam at ears,4
5491,resting quietly ec,4
3503,eyelids fluttering,4
5481,**TAG***,4
3505,eyes close,4
511,will need to alert now,4
3512,checking F4,4
5465,peeking ,4
18205,right underlying delta,4
5713,A2 pop,4
5720,pt snoring loudly,4
16874,max LT,4
641,head midline resting quietly,4
9075,tech pressing F4,4
18318,eyues closed,4
20715,Pt still thinking about moving head,4
5901,wife comforting Pt,4
13857,visible eye blinks,4
23170,is smiling,4
625,scratching head there,4
5854,spell first name,4
5847,is fully awake,4
23198,chest shuddering,4
19160,pt scratching nose,4
3216,deep breath in,4
5830,chewing ,4
5802,close,4
9148,vented,4
3254,poor effort throughout,4
5798,pt stopped,4
5794,pt refused to continue,4
3266,GOOD EFFORT OVERALL ,4
3296,"Montage:Lab1---AP Bipolar, AUX1..Channel",4
23260,NCS continues,4
5725,touching leads,4
10123,ask to stay still,4
2795,TECH PRESSING,4
2154,WHAT YEAR IS IT? ,4
7421,reapplied T5,4
8584,pt unconscious,4
7833,should settle,4
10745,lifts head,4
1008,4,4
10866,pt lying on right side,4
1540,ask pt to remain still,4
7919,ALERTING PT NOW ,4
1746,eo on command,4
21458,NO HEAD MOVEMENTS ,4
1925,event,4
14866,RT DELTA,4
7533,reapplied F4,4
19870,double harmonic,4
10307,decr ekg sens,4
1436,tech gave Pt water,4
7544,oriented,4
1404,touch electrode,4
