,annot,count
5356,DONE,42
8920,ON RT SIDE,42
4665,PT COUNTING BACKWARDS,42
1105,WILL FIX,42
1344,WILL PREPARE FOR PAINFUL STIM,41
7081,L F-T SLOW?,41
22113,j,41
9463,TREMORING,41
43120,SPASMS,41
3180,R FRONTAL SLOW,41
558,encoruage,41
2589,released,41
7744,TECH MOVES LAMP,41
2536,pop,41
37055,BODY,41
2037,EEG SNS 10,41
8776,TECH COUGHING,41
4390,NO CHANGE IN PT STATUS,41
895,CONFUSED,41
14107,BIFRONTAL THETA,41
2498,FIXING EKG,41
1868,OK EFFORT,41
1778,..,40
1521,DOG,40
6431,PSWOY?,40
7522,PT LIFTING HEAD,40
4457,F7,40
4032,ENC,40
9380,ENC STILLNESS,40
6768,BIFRONTAL SLOW,40
2684,GODO EFFORT,40
12967,PURPLE COW,40
3642,2016,40
1992,C4-P4,40
340,SENS 3,40
6532,2017,40
1175,swallows,40
4385,UNRESPONSIVE EC HEAD MIDLINE EEG SENS 7,40
10235,L TEMP SSS,40
6151,TALKING ,40
8345,L F-T SLOW WITH EYES OPEN,39
6087,PT SITTING UP,39
4014,SOME EKG ARTIFACT,39
2960,DONE TOUCHING WIRES,39
819,ps unremarkable,39
2990,TECH CLAPS,39
556,r = rep,39
1961,PT LIFTS HEAD,39
8502,R POST TEMP,39
8190,HEAD SLIGHT LT,39
3029,MOM AT BEDSIDE,39
1619,LT TMEP,39
736,DROWSY EC HEAD MIDLINE,39
4720,YEAR,39
2261,HEAD S RIGHT,39
9274,EYES CLOSED DROWSY,39
3780,sweat sway,39
3843,ASK PT DOB,39
5400,restless,39
5529,SMILE,39
504,60 HZ ON EKG,39
180,GETTING DROWSY,39
6741,delta,39
3282,NIL TO NOTE ,39
40406,HEAD LEFT BODY LEFT,39
603,LETTING PT REST,39
3332,stretch,39
14118,aroused,39
11369,WILL PRESS ON P3,38
4046,BI-F-T THETA,38
5452,SPELL LAST NAME,38
7215,LAYING ON LEFT SIDE,38
1356,START IN FEW SECS,38
1172,spelling last name,38
1219,PAINFUL STIM LEFT FOOT,38
8056,HOSPITAL,38
1978,encouraging,38
4789,SIGHS,38
7163,TURNING HEAD,38
3951,ekg sens changed,38
1443,very drowsy,38
3030,MOM TRYING TO WAKE PT,38
2580,ASK PT TO STAY STILL,38
61,2019,38
6769,EC HEAD MIDLINE,38
2957,PZ ARTIFACT,38
15544,sob,38
1569,T4 ARTIFACT,38
1629,A1 ARTIFACT,38
6745,ARH,38
7338,SENS 7 uV/mm,38
7245,VERY DROWSY EC HEAD MIDLINE EEG SENS 7,37
2935,SLOWING,37
2720,HEAD MIDLINE SUPINE EYES CLOSED AWAKE,37
1468,EYES ARE OPEN NOW,37
3828,EEG ENS 7,37
13215,BI,37
11847,L FRONTAL SLOW,37
10863,jerk,37
2593,start ps,37
43420,XLSpike,37
2715,EYES OPEN SPONT,37
1724,R FT,37
7190,STILL,37
8302,good effort throughout,37
8098,sens5,37
38,ELECTRODE ARTIFACT,37
5001,C3-P3,37
5501,ELECTRODE POP,37
1953,RMTD?,37
9228,NOT FOLLOWING,37
8205,SEMI COMA,37
2746,LIGHTS BACK ON,37
9491,HEAD TREMOR,37
4133,IRREGULAR EKG,37
5276,ekg notch on,37
14677,FACIAL MOVTS,37
16087,DYS IV,37
9188,no response,36
28032,CHEWING MOTION,36
1906,LT?,36
2758,AWAKE/DROWSY EC HEAD MIDLINE - EEG SENS ,36
1441,PT NAMING ANIMALS,36
150,IGUANA,36
546,21,36
3607,F3,36
15083,C,36
1460,WILL TURN ON LIGHTS AND BEGIN WAKING PT,36
2086,10HZ PDR,36
4744,EYES OPEN SLIGHTLY,36
2979,WILL TALK TO PT,36
11544,EYE TWITCH,36
3037,PT UPSET,36
10228,will alert pt and do PS,36
544,27,36
6870,PT CLENTCHING TEETH,36
3909,EYES FLUTTERING,36
2748,WHAT DATE TODAY,35
3778,N,35
4003,ASK PT TO KEEP EYES STILL,35
3749,ONGOING EYE MOVEMENTS,35
3309,sens 7 ,35
6211,WICKETS?,35
5989,WHINING,35
12231,BETA,35
795,mouth movts,35
1169,eyes clsoed,35
4226,ARH - CORRECT,35
5622,COUNTING BACKWARDS FROM 10,35
23212,APPEARS DROWSY,35
5063,WILL KEEP PT AWAKE NOW,35
3195,HEAD JERKS,35
1999,WICKET,35
985,AWAKE EO HEAD MIDLINE EEG SENS 15,35
25762,EC - HEAD R - DROWSY,35
10102,explain HV,34
12152,RT THEN LT F-T SLOW,34
10237,?T3 SPIKE,34
14209,ASK TO EC,34
14628,alert,34
545,24,34
12436,EYES OPEN ,34
438,SPELL LAST NAME BACKWARDS?,34
27518,ARM TWITCH,34
2199,FOREHEAD MUSCLE,34
8348,R F-C-T SLOW,34
224,HV,34
9914,PT LAUGHS,34
1036,SENS5,34
7304,NOISE IN ROOM,34
6725,PT DROWSY,34
6613,?LIGHT SLEEP,34
2186,NOTCH USED,34
10692,increasing sens,34
500,GOOD EFFORT HV ,34
579,ASKED PT TO RELAX JAW,34
3389,FOOT MOVT,34
4912,ONGOING MOVEMENTS,34
4943,FOREHEAD MOVT,34
5162,GOOD EFFORT HERE,34
14759,nurse at bedside,34
5889,head slightly right,33
2313,DEEP BREATHING,33
144,ELPEHANT,33
3550,LIGHT ON,33
71962,mild myo,33
2318,SELF ALERT W SNORT,33
21865,moving feet,33
1167,PT OPENED HER EYES,33
3420,PT SAYS YES,33
1075,ASK PT WHERE HE IS,33
24643,BI F-T,33
2695,EKG SENS CHANGE,33
8028,ASKING PT TO CLOSE EYES,33
4062,RELAX,33
287,AWAKE EC HEAD MIDLINE EEG SENS 15,33
3084,CLOSES EYES,33
2449,*,33
7038,R F-T THETA,33
2265,OPENING AND CLOSING EYES,33
10803,DROWSY EC HEAD MIDLINE EEG SENS 15,33
446,RFT,33
2503,NO HV,33
1832,CALL PT'S NAME,33
744,MAY,33
4820,PT CONTINUES,33
800,ALERT PT,33
8273,NO WITHDRAWL,33
12409,ASK PT IF WARM ENOUGH,33
5474,PT CONFUSED,33
4360,WILL DO PAINFUL STIM,32
5479,TELL PT SHE CAN REST,32
3459,PEAKED,32
15582,HEAD SHAKING,32
15158,GASPING,32
4654,PT IS SMILING,32
6640,SAYS YES,32
42080,RL,32
5839,PT RESTING EYES CLOSED,32
1371,DROWSY ,32
2434,PT SPELLING,32
4274,asking pt to relax jaw,32
14415,TECH HOLDING PT HEAD STILL,32
5610,moving legs,32
5963,SNIFFLE,32
3904,GEN'D,32
31129,HM EC DROWSY ,32
10120,RT F-T THETA,32
3813,eeg sens 10,32
52664,STICKS TONGUE OUT BRIEFLY,32
3772,SPELL NAME,32
5771,SHAKES HEAD,32
3691,gen slow,32
2635,sens 20,32
3617,LEFT SLOWING,32
2781,RIGHT SLOW,32
20634,RT F-C-T SLOW,32
7805,AWAKE/DROWSY EC HEAD MIDLINE EEG SENS 10,32
24152,UNCONSCIOUS,32
664,GOOD EFFOR,32
9723,BITEMP THETA,32
7685,GASP,32
258,RESTLESS LEGS,32
823,LIGHT SLEEP?,32
9766,touching wires,32
580,BLINKS,32
1256,WILL CHANGE MONTAGE,32
25375,EC HM,32
9993,PT OPENS EYES BRIEFLY,32
25439,EEG SENS 30,32
67288,BURPING,31
8500,T3?,31
538,last name,31
14091,buildup,31
4114,JUNE,31
9016,PT HEAD LEFT,31
6791,ENCOURAGE EFFORT,31
6398,decreasing sens,31
9937,LEG TWITCH,31
6404,tech coughing,31
560,overall good effort,31
4193,t3,31
1392,TECH CALLING PT,31
2046,JAN,31
7724,9-10HZ,31
5758,ABBY HOSP,31
3514,EYES CLSOED,31
1955,EMS,31
13778,"Montage:AVERAGE REFERENCE, AUX1..Channel",31
11341,EYES OPEN SPONTANEOUSLY,31
5860,DOESNT KNOW,31
3043,NODDING HEAD,31
1258,INHALE,31
6819,lip smacking,31
6594,NOISE ,31
10071,EKG CONTAM IN A1,31
919,OPENED EYES,31
3266,ALERTING FOR PDR ,31
13918,P4 ARTIFACT,31
9127,ASK PT TO RELAX JAW AND FOREHEAD,31
3685,QUIETLY RESTING,31
2861,L TEMP ?WICKETS,31
5139,PT COUNTING BACKWARDS FROM 100 BY 5,31
1551,L>R F-T,31
17032,excellent effort,31
6039,sens remains 10,31
2198,BI-F-T MAX SLOW,31
21581,GAGGING,31
3437,LFF AT 3,31
1478,TRYING TO AROUSE PT,30
2599,Montage:TB-16.1 Transverse Bipolar for 1,30
2096,PT STOPPED COUNTING,30
10529,GRUNTING,30
13979,notch tried,30
5247,ASK PT WHERE SHE IS,30
7032,head slightly left,30
5480,WILL TURN OFF LIGHTS,30
7750,Eyes OPEN,30
21500,SNORING LOUDLY,30
19460,slow,30
3322,HEAD LT  EEG SENS 7,30
10942,DEEP BREATHS,30
9093,EKG ARTIFACT A1,30
3674,LEFT POST TEMP,30
172,LOTS OF MUSCLE,30
5049,EYES PARTIALLY OPEN,30
271,WILL EXPLAIN HV,30
3141,ASK PT LOCATION,30
4124,MUMBLES,30
708,L temp,30
707,10 pdr,30
354,FP2,30
2714,EYE BLINKS,30
2724,T6 ARTIFACT,30
7851,PT STILL COUNTING,30
16119,RT POST-TEMP SLOW,30
502,TOUCHING EYES,30
732,R TEMP THETA,30
12402,PT QUIET,30
12425,RT TEMP SSS,30
3548,ASK PT TO KEEP EYES OPEN,30
16083,BLUE DOG,30
1750,PICKING NOSE,30
17103,MOVE ,30
6078,LEFT TEMP SLOWING,29
2477,ALL DONE NOW,29
5233,WILL TURN ON LIGHTS AND ALERT PT,29
13747,?BUILDUP,29
15659,SUCTIONING,29
961,RT TEMP DYS,29
13350,LAYING ON RIGHT SIDE,29
20796,?T4 SPIKE,29
10210,CORREC,29
1575,DECREASE EKG SENS,29
11676,moves,29
10242,SHARPS,29
6940,GET PT TO GO FASTER,29
10843,O2,29
3803,LEFT FOOT NEXT,29
7030,SPELL FULL NAME,29
1142,28,29
19951,sedated,29
2195,LIGHT SLEEP   EEG SENS 7,29
18228,POLY S+W,29
6531,year?,29
1752,BLOWING ON PINWHEEL,29
543,30,29
16984,T4 SPIKE,29
4939,SELF ALERT WITH DEEP INHALE,29
2052,ncc,29
19992,GEN DYS VS DROWSY,29
20426,ABBOTSFORD HOSPITAL,29
2656,head midline ec,29
12174,TENSES,29
1651,PATIENT TALKING,29
2093,SUCKING,29
10112,L F-C-T SLOW,29
4960,Pt had good effort in HV,29
8343,R TEMP ?WICKETS,29
7439,WILL TRY TO ALERT PT NOW,29
815,sen 15,29
251,APRIL,29
4825,ASK PT TO RELAX MOUTH,28
202,MOVING AROUND,28
15567,RIGHT FRONTAL,28
1879,Eyes STILL Closed,28
13484,SOFTLY SNORING,28
1490,TECH TOUCHING PT HEAD,28
7592,PT STILL ASLEEP,28
2859,R F-T SLOWING,28
9839,RT POST TEMP,28
19165,PT MOANS,28
542,30-3,28
5643,CRY,28
15497,ADJUSTING BLANKET,28
8019,DRWOSY,28
20178,TOUCHING PT,28
9936,LEG JERK,28
6019,lots of eye movements,28
13856,PT DOESN'T WANT TO CLOSE EYES,28
4522,EYS ARE CLOSED,28
3856,PT LYING STILL,28
8483,NO ANSWER,28
3850,LIGHTS OUT,28
2982,ASK PT TO ROLL ONTO BACK,28
9366,14,28
2521,emg++,28
1994,T3-T5,28
10642,PT LIFTED HEAD,28
4938,EEG SNES 7,28
482,OVERALL MODERATE EFFORT,28
1936,SITS UP,28
5386,ASK PT TO LOOK AT CEILING,28
20396,T3 SPIKE,28
3408,L FRONTOTEMP,28
7212,GIVING BLANKET,28
1417,PT HAD GOOD EFFORT IN hv,28
2326,CLENCHING TEETH,28
14819,FOOT MOVTS,28
8702,slowing,27
1111,HFF 70,27
2836,moving around,27
3502,NURSE TALKING TO PT,27
3263,**TAG**,27
2360,L>R THETA,27
15939,eyes are closed,27
6450,13,27
2573,ASK PT DATE,27
5523,NOD,27
2422,will set up photic,27
1354,MOVT ARTIFACT,27
3380,RT F-T MAX SLOW,27
82044,***BOOKMARK****,27
12366,HEAD MIDLIN EEC,27
1506,8HZ,27
10539,GEN S+W FRAGMENT?,27
3183,WILL KEEP PT AWAKE,27
10713,STOP WIGGLING,27
5021,60HZ OFF,27
10716,PT ALERTED BY NOISE,27
4263,PT BREATHING DEEPLY,27
4354,WILL WAKE,27
16883,LIGHT SLEEP  EEG SENS 7,27
4252,RIGHT TEMP DYS,27
13725,UNDERLYING SLOW,27
842,EYES OPEN NOW,27
11160,R>L TEMP,27
2404,60 hz filter on,27
2802,clears throat,27
12346,good effort to start,27
3572,L F- TSLOW,27
8458,ASLEEP ??,27
3519,R FRONTAL,27
19424,SENS15,27
939,MOM TOUCHING PT,27
4013,MOUTH MMVT,26
3681,GAVE PT BLANKET,26
523,BI-F-T DELTA,26
7206,SNIFFS,26
13502,HEAD R EC,26
875,9 HZ PDR,26
32186,ENCOURAGING EFFORT,26
1268,head movement,26
29905,BUILDUP?,26
3143,ASK PT DATE TODAY,26
2975,HAMMERING,26
9137,EYE MOVEMETNS,26
2554,sens 6,26
6601,MOVING ,26
1041,PHOTIC ENDED,26
23882,L FMPT,26
5489,good start,26
6928,ASKING TO OPEN EYES,26
3662,BUILD UP?,26
129,MU?,26
6946,SCRATCH EYE,26
1544,L FMT,26
4278,ASK IF OKAY,26
12940,PT RESTLESS,26
1538,DAY OF THE WEEK,26
25445,SMALL JERK,26
6539,pt scratching face,26
13178,TONGUE MVT,26
36131,FACIAL TWITCH,26
6321,INTERMITTENT DROWSY,26
14649,see here,26
3293,REPEATS,26
23333,THROAT SOUND,26
18932,O1 ARTIFACT,26
11469,BI TEMP THETA,26
8185,OPEN,26
7235,LESS COMMENTS FOR NOW,26
19287,C3 SPIKE?,26
4770,SOB,26
6175,LEMS,26
2679,EYE FLUTTERS,26
4949,SCRATCH EAR,26
1088,EXPLAIN,26
11124,HV ENCOURAGE TIME,26
6766,PT OPENS EYS,26
350,EYES BLINKING,26
5038,?GEN S+W,26
16464,SUCKING THUMB,26
10214,emg,26
22442,talking to pt,26
10989,WIPING FACE,26
192,HEAD SLIGHTLY L,26
5155,SQUEEZING EYES SHUT,26
715,shaking head,26
1758,HEAD SLIGHT RT,26
8465,ROLLING HEAD,26
16145,PT REPEATS PHRASE,25
4309,SPELL FIRST NAME,25
10734,CHEWING ON TUBE,25
2654,PEEKS,25
3834,ASKING PT TO RELAX JAW,25
71,HIPPO,25
12434,ASK PT TO FOCUS ON ONE SPOT,25
853,ASKING PATIENT DOB,25
18860,AROUSAL W SNORE,25
2324,HEAD TO CENTRE,25
2919,PT STRETCHING,25
12788,9HZ PDR,25
4197,alerted,25
2435,PT DONE SPELLING,25
8533,C3 ARTIFACT,25
22591,STOPS,25
8187,LOTS OF MOVT,25
1672,3 MIN HV GOOD EFFORT,25
799,GIVE PT BLANKET,25
20860,LTEMP SLOW,25
2080,JUMPS,25
148,11HZ,25
18440,SITTING,25
15296,EYES ARE CLOSING,25
23465,LOOKING LEFT,25
2270,ASK PT TO KEEP EYES CLOSED,25
4404,LIGHT SLEP,25
42514,T4 SPIKES,25
21586,SUCTION,25
1491,FIXING ELECTRODES,25
2875,L TEMP ?WICKET,25
7431,supine - head midline - ec - asleep,25
16132,BI-F-T,25
10949,SENS 5 NOTCH OFF,25
924,HEAD SLIGHT LEFT,25
7422,RELAX MOUTH,25
12357,d,25
10057,LAST NAME?,25
4672,ENCOURAGE TO RELAX JAW,25
2883,FIRST NAME BACKWARDS?,25
11488,GOAT,25
5040,DROWSY??,25
222,LOTS OF MOVEMENT,25
58067,NECK TWITCH,25
12417,WIPING EYES,25
3695,lt temp theta,25
16786,EYE MOVMENTS,25
11055,LT THEN RT F-T SLOW,24
9420,TRYING TO WAKE PT,24
7131,GOOD EFFORT OVERALL,24
9367,11,24
6622,WILL LET PT REST,24
7026,LFF1,24
360,ENCOURAGE ,24
850,ASKING PATIENT THE DATE,24
2242,HED MOVT,24
5246,NOT RESPONDING,24
3134,MOVMENT,24
7696,2014,24
559,peek,24
1892,asked pt to relax jaw,24
16617,EM,24
17987,sucking,24
3559,ABBY,24
1755,PT GETTING UPSET,24
3703,tech touching electrodes,24
4582,asked pt to relax,24
5530,SPELLING,24
7547,GEN SW,24
11762,DEEP DROWSY,24
15085,D,24
9913,mouth movt,24
4487,PT TRIED TO GET UP,24
1667,CLOSED,24
5902,"Montage:EEG32 - XLDetect, AUX1..Channel ",24
8641,EYES OPENING,24
5204,RELAX FACE,24
5857,TECH REPLACING ELECTRODE,24
873,ALL IMP GOOD,24
553,0,24
2529,sen 5,24
561,no changes seen,24
1514,WILL WAKE SOON,24
16216,lff1 hff70 sens7,24
8130,RUBS FACE,24
15444,PT RESTING EC,24
7650,T5 ARTIFACT,24
1530,DAY,24
43811,O1 SPIKES,24
1576,TOO MUCH ARTIFACT,24
3804,RIGHT FOOT NEXT,24
8124,STRONG HV,24
5212,SNIFFING,24
6909,GOOD EFFORT SO FAR,24
909,AWAKE EO HEAD MIDLINE EEG SENS 7,24
379,PT RESTING QUEITLY,24
4686,TECH TOUCHING BED,24
3495,LT MID/POST-TEMP SLOW,24
8428,last bk,24
20577,CONTINUES HV,23
13514,GRUNT,23
11338,STARE AT ONE SPOT,23
10236,BITEMP SSS,23
16331,EYE FLUTTER SEEN CLINICALLY,23
8148,PT IS CRYING,23
8477,BREATHING HEAVY,23
12027,RUBBING MOUTH,23
1702,LT DYS,23
1272,RESPIRATORY ARTIFACT,23
2663,ASK PT TO TRY TO STAY AWAKE,23
22956,SSS LT TEMP,23
1350,PAINFUL STIM RT FOOT,23
6055,RIGHT TEMP SLOW,23
5813,ANSWERS CORRECTLY,23
4012,WICKETS,23
3281,HEAD LEFT ,23
10961,EYES SLOWLY CLOSING,23
10125,ONGOING EYE FLUTTER,23
34114,obtunded,23
6644,WILL ALERT NOW,23
10852,WILL DO PS,23
9636,ASKING TO EO,23
2637,WILL ALERT,23
7110,SWALLOW EARLIER,23
18468,?C3 SPIKE,23
10337,R POST TEMP DYS,23
310,REMOVING P SLAMP,23
9625,SENS 10 ,23
783,STOP COUNTING,23
7299,NOISE IN HALL,23
6349,PDR 9 HZ,23
5593,HFF 30 HZ,23
4200,electrode pop,23
5890,10hz,23
16148,F3 ARTIFACT,23
18170,ARM MOVTS,23
808,will do HV,23
1976,R T,23
4958,SEN 15,23
16958,nurse touching pt,23
22832,MUMBLE,23
11465,LT TEMP SHARP,23
12531,LIGHT EYE FLUTTER,23
14167,PLAYING W BEAR,23
11421,UNDERLYING DELTA,23
13697,bitemp,23
7218,LEM,23
746,SPELL LAST NAME BACKWARDS,23
3500,NURSE SUCTIONING PT,23
3688,gen dys,23
711,alert and awake,23
4800,HEAD LT  EEG SENS 10,23
1483,PT HEAD SLIGHTLY LEFT,23
3717,10 HZ PDR,23
802,9 pdr,23
1907,HFF=30,23
9794,TECH GIVING PT A BLANKET,23
4463,l temp,23
22645,DROWSY EC,23
11545,PT LIFTING HEAD OFF PILLOW,23
1902,BACKGROUND 9-10HZ,23
5312,REMOVIGN PS LAMP,23
13934,LT THEN RT,23
6338,ELECTRODES OK,23
9169,NOT LAUGHING,23
1969,MOVED HEAD,23
8296,4x7,23
2969,DRILLING,23
16199,R C-T SPIKE,23
6977,EYES CLOSED BLINKING SEEN,23
10116,RT F-T DELTA,22
7786,PT SMILING,22
1027,L POST TEMP,22
370,CZ ARTIFACT,22
26304,deep breathing,22
17496,PT PHONE RINGING,22
9837,GREAT EFFORT THROUGHOUT,22
12865,NODS,22
69940,EC HEAD MID DROWSY,22
10513,RT C-T THETA,22
6316,ASKING PATIENT LOCATION,22
16974,HEAD LEFT EEG SENS 15,22
8350,L MID/POST TEMP SLOW,22
705,16,22
5448,MARCH,22
14554,SCRATCHING NECK,22
2939,R DELTA,22
1812,HEAD MIDLINE NOW,22
6395,ARTIFACT?,22
1326,WILL PRESS ON P4,22
880,MILD BUILDUP,22
21608,FRONTAL DELTA,22
7303,MOUTH MVMT,22
4148,WICKET?,22
10652,OVERALL FAIR TO GOOD EFFORT,22
3424,SPIKE,22
73683,HM EC ASLEEP,22
18050,head lt,22
1611,WILL ALERT PT SOON,22
7028,HFF70,22
17014,PT SAYS NO,22
5599,PRESSING WIRES,22
9986,TECH TELLS PT HE CAN REST,22
7201,FRONTAL THETA,22
5590,eye flutters,22
15355,pt crying,22
8547,"EYES CLOSED, DROWSY",22
10687,DECREASING SENS,22
4031,CLENCHING JAW,22
835,R F-T SLOW?,22
85559,"HEAD LEFT, EYES CLOSED, COMATOSE",22
15249,EYES CLOSED BLINKING,22
6779,HEAD MIDILNE EC,22
168,PDR,22
10663,HEAD MIDLINE EYES OPEN,22
5185,SCRATCHING EYE,22
6722,CONTINUES,22
9996,SNORT AND SELF ALERT,22
8550,MOVEMENTS,22
3337,mouth mvmnts,22
857,ENCOURAGING PATIENT TO RELAX AND SLEEP,22
15378,jaw muscle,22
125,RT?,22
7478,???,22
15376,lifting head,22
8256,END,22
6000,FIDGETY,21
2340,C4 SHARP,21
13024,SENS 20 uV/mm,21
4232,PT MOVING,21
4436,PT CONTINUES HV,21
23014,R FMPT,21
7315,T4 SPIKE?,21
1479,calling pt,21
630,HFF BACK TO 70,21
12344,19,21
10439,EKG IN A1,21
19045,GRINDING TEETH,21
2234,9hz,21
18508,head center,21
3411,BODY TWTICH,21
8431,middle name,21
3445,HSOPITAL?,21
12309,FP2 ARTIFACT,21
28982,s,21
3673,RIGHT POST TEMP,21
5490,tech checking leads,21
1139,5x3,21
3775,LION,21
1871,60HZ,21
3465,GOOD EFORT,21
9196,calling name,21
3771,call name,21
5073,EYES OEPN,21
6852,PT STILL TALKING,21
5231,T4?,21
6838,TUNING FORK,21
6830,RT FRONTAL,21
666,CONFIRM PT COMFORT,21
635,WILL ALERT SOON,21
8421,ENCOURAGE SLEEP,21
7121,PT OPENING AND CLOSING EYES,21
1413,PT ASKING HOW MUCH LONGER,21
20579,ORANGE BANANA,21
1948,TECH FIXING,21
4139,LOOKING AT TECH,21
7263,VOICES IN HALL,21
16898,SWALLOWS,21
2629,lifts head,21
5138,CORERCT,21
7856,WILL PRESS T3,21
11397,TOUCHING EOG,21
10569,LIGHT SLEEP EC,21
7127,HV ENCOURAGE,21
13777,PT DRINKING WATER,21
22926,head L,21
6163,EOG NOTCH IN,21
10195,RT FOOT,21
14796,WILL CHECK EKG,21
18481,? ASLEEP,21
5445,ekg notch in,21
6636,NODS HEAD,21
36421,RT ARM TREMOR,21
3504,TRYING TO GET UP,21
3106,EP,21
7575,HEAD L EC,21
2585,Coma,21
4196,pt moving,21
7115,HEAD TO LT,21
944,HEA DMOVT,21
34363,mu,21
30969,HEAD TWITCH TO LT,21
23894,TECH RELEASES EYELIDS,21
5417,upset,21
6474,R SLOW,21
4769,Eyes STILL Open,21
674,?F7-T3 SHARP,20
1440,PT NAMING,20
8248,FOOT TWITCH,20
24395,Talking,20
25003,PT DIDN'T OPEN,20
6136,MUM AT BEDSIDE,20
17606,STRUGGLING,20
19755,BODY TREMOR,20
9639,RT DYS,20
5526,ASK LOCATION,20
25025,breathing hard,20
10913,JAW MVT,20
3269,LAST TIME OF MEAL? ,20
1290,SELF AROUSAL,20
7591,WILL TURN ON LIGHT,20
8292,pt thinking,20
2251,SMALL HEAD MOVTS,20
7984,UNRESPONSIVE,20
30466,OCC,20
3726,NO HV DUE TO HISTORY,20
5521,TECH FXING ELECTRODES,20
36084,RELEASED,20
462,TECH GETTING PT A BLANKET,20
2855,clenching jaw,20
1884,EYES OPEN BLINKING,20
5569,VENTILATED,20
3432,sens 3,20
9981,notch off,20
481,RT F-C SLOW,20
958,ASK PT BDYA,20
7003,ASK DOB,20
8803,OKAY EFFORT,20
12791,Pt resting quietly,20
21790,HEAD SLIGHTLY LT   EEG SENS 7,20
3989,COUNT DOWN BY 3'S,20
35078,RQ,20
8912,EXPLAIN HV ,20
3205,MAKING NOISES,20
1372,EXPLAIN PS ,20
9922,TECH ASKING PT TO COUNT TO TEN,20
12170,HV STOPPED,20
6738,heavy breathing,20
1654,REALLY GOOD EFFORT,20
13560,TRYING TO SIT,20
16511,CORRECTION EEG SENS 10,20
4914,EYES CLOSED ,20
2147,left foot,20
4170,FEET MOVT,20
23393,l,20
8904,ROOM LIGHTS ON TO HELP ALERT PT,20
6519,HOSP?,20
7244,PT CLOSED HER EYES,20
8153,RELATIVELY CALM,20
5846,SNORING SOFTLY,20
19468,LT FRONTAL,20
694,C4 ARTIFACT,20
4142,CLOSE,20
5451,20,20
3063,EEYS ARE OPEN,20
47860,PS+W,20
7799,WILL PRESS ON T5,20
11551,TWITCHING,20
3036,PT OPENS EYES SLIGHTLY,20
3602,O1,20
11585,DR,20
3925,encourage pt,20
11782,GOING TO ALERT PT,20
15293,L F-T ?WICKETS,20
7220,FRAGMENT?,20
21400,INTERMITTENT GOOD EFFORT,20
20719,STRONG EFFORT,20
34399,Montage:Ref - all,20
3608,FP1,20
8656,RESTING Q,20
18143,PSW,20
16099,GOOD EFFORT CONT,20
9785,burst,20
2942,CORRCT,20
12245,LT TEMP SLOWING,20
3333,mmvnt,20
7219,ON LEFT SIDE,20
10953,SNORING CONTINUES,19
9681,JULY,19
4807,NO CLINICAL SIGNS,19
5650,counting,19
5681,LYING ON LEFT SIDE,19
9535,SNORE AND SELF ALERT,19
60731,GOOD EFFORT EC HEAD MID,19
13998,BURP,19
8355,R HEMI SLOW,19
582,LT TEMP DYS,19
5368,scream,19
8160,CALM,19
4870,SZ,19
8366,good effort continues,19
8589,FROWNING,19
16270,L F M T,19
654,EYEBROW MOVT,19
8642,EYES REMAIN SLIGHTLY OPEN,19
2430,ASK PT TO COUNT BACKWARDS FROM 100 BY 3',19
14920,L HEMI SLOW,19
5116,NOVEMBER,19
34011,CZ,19
14647,RT POST TEMP SLOW,19
2555,snif,19
28628,F7-T3 SPIKE,19
16102,WILL WAKE PT HERE,19
13863,RAISING EYEBROWS,19
1822,CALLING PT'S NAME,19
5342,RELAX HANDS,19
6720,VERY TIRED,19
13030,CHILLIWACK,19
30970,ARM/SHOULDER TWITCH,19
33210,breath,19
4285,scratching,19
18499,EYES UP,19
25153,WHEEZING,19
13033,GOOD BUILDUP,19
11446,GET PT TO KEEP EYES OPEN,19
3849,PT COUNTING CORRECTLY,19
1568,F4 ARTIFACT,19
6925,L FRONTAL,19
12721,SWEAT,19
3799,UNRESPONSIVE EC HEAD LEFT EEG SENS 7,19
6279,PEO,19
45090,APPEARS ASLEEP,19
1071,DROWSY THETA?,19
3990,GOOD COUNTING,19
1471,PT CONTINUES TO COUNT,19
7774,SENS TO 10,19
10404,SHOULDER TWITCH,19
15536,RESUMES,19
17363,eyes at half mast,19
18875,licking lips,19
4186,ASK TO OPEN MOUTH,19
4101,AUG,19
11742,SCRATCHING CHIN,19
6650,NOW,19
68627,LEFT SHARP,19
21294,HFF=30HZ,19
12875,EYES OPENED,19
11319,RUBS EYES,19
8896,T3 SHARP?,19
8985,NOSE TWITCH,19
20845,VERY DROWSY/LIGHT SLEEP,19
9157,L?,19
1598,L>R DELTA,19
3719,ASKING PT TO COUNT TO TEN,19
1186,set up IPS now,19
1357,PAINFUL STIM LT HAND,19
8809,TECH ASKING PT TO CLOSE EYES,19
1366,sen 7,19
9227,FOLLOWS,19
3335,emg bitemp,19
27160,C4>C3,19
3658,REACTIVE,19
13062,PT APPEARS TO STOP BREATHING,19
15956,LEFT FOOT PAIN,19
10171,LEFT F-T,19
11179,RESTING QUEITLY,19
14193,S/W,19
1188,explain HV now,19
7280,ASK PT TO SPELL LAST NAME BACKWARDS,19
39801,F7 SPIKE,19
7065,LFF 1 HZ,19
8018,R FRONTAL THETA,19
10197,LT FOOT,19
3403,EYES CLOSING DUE TO DROWSINESS,19
7339,Resting Quietly,19
17310,REPEAT QUESTION,18
